style_key,term,unmapped_reason
Baby/Children || Bag || Accessories || Pink || Solid,pink bag,
Menswear || Sneakers || Shoes || Mole || Solid,,colour unmapped
Menswear || Sneakers || Shoes || White || Solid,white sneakers,
Menswear || Socks || Socks and Tights || Black || All over pattern,black socks,
Menswear || Socks || Socks and Tights || Black || Solid,black socks,
Menswear || Socks || Socks and Tights || Blue || All over pattern,blue socks,
Menswear || Socks || Socks and Tights || Blue || Mixed solid/pattern,blue socks,
Menswear || Socks || Socks and Tights || Green || All over pattern,green socks,
Menswear || Socks || Socks and Tights || Grey || All over pattern,grey socks,
Menswear || Socks || Socks and Tights || Lilac Purple || All over pattern,lilac socks,
Menswear || Socks || Socks and Tights || Orange || All over pattern,orange socks,
Menswear || Socks || Socks and Tights || Pink || All over pattern,pink socks,
Menswear || Socks || Socks and Tights || Red || All over pattern,red socks,
Menswear || Socks || Socks and Tights || Turquoise || All over pattern,turquoise socks,
Menswear || Socks || Socks and Tights || White || All over pattern,white socks,
Menswear || Socks || Socks and Tights || White || Embroidery,white socks,
Menswear || Socks || Socks and Tights || White || Placement print,white socks,
Menswear || Socks || Socks and Tights || White || Solid,white socks,
Menswear || Socks || Socks and Tights || Yellow || All over pattern,yellow socks,
Menswear || Sunglasses || Accessories || Black || Solid,black sunglasses,
Menswear || Sunglasses || Accessories || Brown || Other pattern,brown sunglasses,
Menswear || Sunglasses || Accessories || Metal || Solid,,colour unmapped
Menswear || Sweater || Jersey Basic || Beige || Solid,beige sweater,
Menswear || Sweater || Jersey Basic || Black || Solid,black sweater,
Menswear || Sweater || Jersey Basic || Blue || Solid,blue sweater,
Menswear || Sweater || Jersey Basic || Green || Solid,green sweater,
Menswear || Sweater || Jersey Basic || Grey || Melange,grey sweater,
Menswear || Sweater || Jersey Basic || Khaki green || Solid,khaki sweater,
Menswear || Sweater || Jersey Basic || Pink || Solid,pink sweater,
Menswear || Sweater || Jersey Basic || White || Solid,white sweater,
Menswear || Sweater || Jersey Basic || Yellow || Solid,yellow sweater,
Menswear || Sweater || Jersey Fancy || Beige || Embroidery,beige sweater,
Menswear || Sweater || Jersey Fancy || Black || All over pattern,black sweater,
Menswear || Sweater || Jersey Fancy || Black || Colour blocking,black sweater,
Menswear || Sweater || Jersey Fancy || Black || Front print,black sweater,
Menswear || Sweater || Jersey Fancy || Black || Melange,black sweater,
Menswear || Sweater || Jersey Fancy || Black || Placement print,black sweater,
Menswear || Sweater || Jersey Fancy || Black || Solid,black sweater,
Menswear || Sweater || Jersey Fancy || Black || Stripe,black sweater,
Menswear || Sweater || Jersey Fancy || Black || Treatment,black sweater,
Menswear || Sweater || Jersey Fancy || Blue || Colour blocking,blue sweater,
Menswear || Sweater || Jersey Fancy || Blue || Front print,blue sweater,
Menswear || Sweater || Jersey Fancy || Blue || Placement print,blue sweater,
Menswear || Sweater || Jersey Fancy || Blue || Solid,blue sweater,
Menswear || Sweater || Jersey Fancy || Grey || Colour blocking,grey sweater,
Menswear || Sweater || Jersey Fancy || Grey || Embroidery,grey sweater,
Menswear || Sweater || Jersey Fancy || Grey || Front print,grey sweater,
Menswear || Sweater || Jersey Fancy || Grey || Melange,grey sweater,
Menswear || Sweater || Jersey Fancy || Grey || Placement print,grey sweater,
Menswear || Sweater || Jersey Fancy || Red || Colour blocking,red sweater,
Menswear || Sweater || Jersey Fancy || Red || Front print,red sweater,
Menswear || Sweater || Jersey Fancy || Red || Solid,red sweater,
Menswear || Sweater || Jersey Fancy || White || Front print,white sweater,
Menswear || Sweater || Jersey Fancy || White || Placement print,white sweater,
Menswear || Sweater || Jersey Fancy || White || Solid,white sweater,
Menswear || Sweater || Jersey Fancy || White || Stripe,white sweater,
Menswear || Sweater || Jersey Fancy || Yellow || Front print,yellow sweater,
Menswear || Sweater || Jersey Fancy || Yellow || Solid,yellow sweater,
Menswear || Sweater || Knitwear || Beige || Melange,beige sweater,
Menswear || Sweater || Knitwear || Beige || Solid,beige sweater,
Menswear || Sweater || Knitwear || Black || Jacquard,black sweater,
Menswear || Sweater || Knitwear || Black || Melange,black sweater,
Menswear || Sweater || Knitwear || Black || Solid,black sweater,
Menswear || Sweater || Knitwear || Black || Stripe,black sweater,
Menswear || Sweater || Knitwear || Blue || Colour blocking,blue sweater,
Menswear || Sweater || Knitwear || Blue || Jacquard,blue sweater,
Menswear || Sweater || Knitwear || Blue || Melange,blue sweater,
Menswear || Sweater || Knitwear || Blue || Other structure,blue sweater,
Menswear || Sweater || Knitwear || Blue || Solid,blue sweater,
Menswear || Sweater || Knitwear || Blue || Stripe,blue sweater,
Menswear || Sweater || Knitwear || Brown || Melange,brown sweater,
Menswear || Sweater || Knitwear || Brown || Solid,brown sweater,
Menswear || Sweater || Knitwear || Green || Melange,green sweater,
Menswear || Sweater || Knitwear || Green || Solid,green sweater,
Menswear || Sweater || Knitwear || Grey || Melange,grey sweater,
Menswear || Sweater || Knitwear || Grey || Solid,grey sweater,
Menswear || Sweater || Knitwear || Khaki green || Melange,khaki sweater,
Menswear || Sweater || Knitwear || Khaki green || Solid,khaki sweater,
Menswear || Sweater || Knitwear || Lilac Purple || Melange,lilac sweater,
Menswear || Sweater || Knitwear || Mole || Melange,,colour unmapped
Menswear || Sweater || Knitwear || Mole || Solid,,colour unmapped
Menswear || Sweater || Knitwear || Pink || Melange,pink sweater,
Menswear || Sweater || Knitwear || Pink || Solid,pink sweater,
Menswear || Sweater || Knitwear || Red || Melange,red sweater,
Menswear || Sweater || Knitwear || Red || Solid,red sweater,
Menswear || Sweater || Knitwear || Unknown || Melange,,colour unmapped
Menswear || Sweater || Knitwear || White || Melange,white sweater,
Menswear || Sweater || Knitwear || White || Other structure,white sweater,
Menswear || Sweater || Knitwear || White || Solid,white sweater,
Menswear || Sweater || Knitwear || White || Stripe,white sweater,
Menswear || Sweater || Knitwear || Yellow || Solid,yellow sweater,
Menswear || Sweater || Unknown || Blue || Jacquard,blue sweater,
Menswear || Swimwear bottom || Swimwear || Black || All over pattern,black bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Black || Solid,black bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Blue || All over pattern,blue bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Blue || Colour blocking,blue bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Blue || Solid,blue bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Blue || Stripe,blue bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Green || All over pattern,green bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Green || Colour blocking,green bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Green || Solid,green bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Khaki green || Solid,khaki bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Orange || All over pattern,orange bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Pink || All over pattern,pink bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Pink || Solid,pink bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Red || All over pattern,red bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Red || Solid,red bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Turquoise || All over pattern,turquoise bikini bottoms,
Menswear || Swimwear bottom || Swimwear || Yellow || Solid,yellow bikini bottoms,
Menswear || T-shirt || Jersey Basic || Beige || Solid,beige t-shirt,
Menswear || T-shirt || Jersey Basic || Black || Solid,black t-shirt,
Menswear || T-shirt || Jersey Basic || Black || Stripe,black t-shirt,
Menswear || T-shirt || Jersey Basic || Blue || Melange,blue t-shirt,
Menswear || T-shirt || Jersey Basic || Blue || Solid,blue t-shirt,
Menswear || T-shirt || Jersey Basic || Blue || Stripe,blue t-shirt,
Menswear || T-shirt || Jersey Basic || Brown || Solid,brown t-shirt,
Menswear || T-shirt || Jersey Basic || Green || Solid,green t-shirt,
Menswear || T-shirt || Jersey Basic || Green || Stripe,green t-shirt,
Menswear || T-shirt || Jersey Basic || Grey || Melange,grey t-shirt,
Menswear || T-shirt || Jersey Basic || Grey || Solid,grey t-shirt,
Menswear || T-shirt || Jersey Basic || Khaki green || Melange,khaki t-shirt,
Menswear || T-shirt || Jersey Basic || Khaki green || Solid,khaki t-shirt,
Menswear || T-shirt || Jersey Basic || Khaki green || Stripe,khaki t-shirt,
Menswear || T-shirt || Jersey Basic || Lilac Purple || Solid,lilac t-shirt,
Menswear || T-shirt || Jersey Basic || Orange || Solid,orange t-shirt,
Menswear || T-shirt || Jersey Basic || Pink || Melange,pink t-shirt,
Menswear || T-shirt || Jersey Basic || Pink || Solid,pink t-shirt,
Menswear || T-shirt || Jersey Basic || Pink || Stripe,pink t-shirt,
Menswear || T-shirt || Jersey Basic || Red || Solid,red t-shirt,
Menswear || T-shirt || Jersey Basic || Red || Stripe,red t-shirt,
Menswear || T-shirt || Jersey Basic || White || Solid,white t-shirt,
Menswear || T-shirt || Jersey Basic || White || Stripe,white t-shirt,
Menswear || T-shirt || Jersey Basic || Yellow || Solid,yellow t-shirt,
Menswear || T-shirt || Jersey Fancy || Beige || Placement print,beige t-shirt,
Menswear || T-shirt || Jersey Fancy || Beige || Solid,beige t-shirt,
Menswear || T-shirt || Jersey Fancy || Black || All over pattern,black t-shirt,
Menswear || T-shirt || Jersey Fancy || Black || Colour blocking,black t-shirt,
Menswear || T-shirt || Jersey Fancy || Black || Front print,black t-shirt,
Menswear || T-shirt || Jersey Fancy || Black || Placement print,black t-shirt,
Menswear || T-shirt || Jersey Fancy || Black || Solid,black t-shirt,
Menswear || T-shirt || Jersey Fancy || Black || Stripe,black t-shirt,
Menswear || T-shirt || Jersey Fancy || Black || Treatment,black t-shirt,
Menswear || T-shirt || Jersey Fancy || Blue || All over pattern,blue t-shirt,
Menswear || T-shirt || Jersey Fancy || Blue || Colour blocking,blue t-shirt,
Menswear || T-shirt || Jersey Fancy || Blue || Front print,blue t-shirt,
Menswear || T-shirt || Jersey Fancy || Blue || Placement print,blue t-shirt,
Menswear || T-shirt || Jersey Fancy || Blue || Solid,blue t-shirt,
Menswear || T-shirt || Jersey Fancy || Blue || Stripe,blue t-shirt,
Menswear || T-shirt || Jersey Fancy || Blue || Treatment,blue t-shirt,
Menswear || T-shirt || Jersey Fancy || Green || Placement print,green t-shirt,
Menswear || T-shirt || Jersey Fancy || Grey || All over pattern,grey t-shirt,
Menswear || T-shirt || Jersey Fancy || Grey || Front print,grey t-shirt,
Menswear || T-shirt || Jersey Fancy || Grey || Melange,grey t-shirt,
Menswear || T-shirt || Jersey Fancy || Grey || Placement print,grey t-shirt,
Menswear || T-shirt || Jersey Fancy || Khaki green || All over pattern,khaki t-shirt,
Menswear || T-shirt || Jersey Fancy || Khaki green || Solid,khaki t-shirt,
Menswear || T-shirt || Jersey Fancy || Pink || Front print,pink t-shirt,
Menswear || T-shirt || Jersey Fancy || Pink || Placement print,pink t-shirt,
Menswear || T-shirt || Jersey Fancy || Pink || Solid,pink t-shirt,
Menswear || T-shirt || Jersey Fancy || Red || Solid,red t-shirt,
Menswear || T-shirt || Jersey Fancy || Red || Treatment,red t-shirt,
Menswear || T-shirt || Jersey Fancy || White || All over pattern,white t-shirt,
Menswear || T-shirt || Jersey Fancy || White || Colour blocking,white t-shirt,
Menswear || T-shirt || Jersey Fancy || White || Embroidery,white t-shirt,
Menswear || T-shirt || Jersey Fancy || White || Front print,white t-shirt,
Menswear || T-shirt || Jersey Fancy || White || Placement print,white t-shirt,
Menswear || T-shirt || Jersey Fancy || White || Solid,white t-shirt,
Menswear || T-shirt || Jersey Fancy || White || Stripe,white t-shirt,
Menswear || T-shirt || Jersey Fancy || Yellow || Placement print,yellow t-shirt,
Menswear || T-shirt || Knitwear || Black || Solid,black t-shirt,
Menswear || T-shirt || Knitwear || Blue || Solid,blue t-shirt,
Menswear || T-shirt || Knitwear || Grey || Melange,grey t-shirt,
Menswear || T-shirt || Knitwear || Red || Solid,red t-shirt,
Menswear || T-shirt || Knitwear || White || Solid,white t-shirt,
Menswear || Tailored Waistcoat || Dressed || Blue || Solid,blue waistcoat,
Menswear || Tie || Accessories || Black || Solid,black tie,
Menswear || Tie || Accessories || Blue || Solid,blue tie,
Menswear || Tie || Accessories || Red || Solid,red tie,
Menswear || Top || Jersey Basic || Black || Melange,black top,
Menswear || Top || Jersey Basic || Black || Solid,black top,
Menswear || Top || Jersey Basic || Blue || Melange,blue top,
Menswear || Top || Jersey Basic || Blue || Solid,blue top,
Menswear || Top || Jersey Basic || Blue || Stripe,blue top,
Menswear || Top || Jersey Basic || Grey || Melange,grey top,
Menswear || Top || Jersey Basic || White || Solid,white top,
Menswear || Trousers || Jersey Basic || Black || Melange,black trousers,
Menswear || Trousers || Jersey Basic || Black || Solid,black trousers,
Menswear || Trousers || Jersey Basic || Blue || Solid,blue trousers,
Menswear || Trousers || Jersey Basic || Grey || Melange,grey trousers,
Menswear || Trousers || Jersey Fancy || Black || Colour blocking,black trousers,
Menswear || Trousers || Jersey Fancy || Black || Solid,black trousers,
Menswear || Trousers || Jersey Fancy || Grey || Melange,grey trousers,
Menswear || Trousers || Trousers Denim || Black || Denim,black trousers,
Menswear || Trousers || Trousers Denim || Blue || Denim,blue trousers,
Menswear || Trousers || Trousers Denim || Green || Denim,green trousers,
Menswear || Trousers || Trousers Denim || Grey || Denim,grey trousers,
Menswear || Trousers || Trousers Denim || Turquoise || Denim,turquoise trousers,
Menswear || Trousers || Trousers Denim || Unknown || Denim,,colour unmapped
Menswear || Trousers || Trousers || Beige || Check,beige trousers,
Menswear || Trousers || Trousers || Beige || Solid,beige trousers,
Menswear || Trousers || Trousers || Black || Check,black trousers,
Menswear || Trousers || Trousers || Black || Denim,black trousers,
Menswear || Trousers || Trousers || Black || Melange,black trousers,
Menswear || Trousers || Trousers || Black || Solid,black trousers,
Menswear || Trousers || Trousers || Blue || Check,blue trousers,
Menswear || Trousers || Trousers || Blue || Denim,blue trousers,
Menswear || Trousers || Trousers || Blue || Melange,blue trousers,
Menswear || Trousers || Trousers || Blue || Other structure,blue trousers,
Menswear || Trousers || Trousers || Blue || Solid,blue trousers,
Menswear || Trousers || Trousers || Brown || Check,brown trousers,
Menswear || Trousers || Trousers || Brown || Solid,brown trousers,
Menswear || Trousers || Trousers || Green || Solid,green trousers,
